house_id,num_rooms,location,size_sqft,age,num_bathrooms,parking,garden,floor,price
5061,6,Industrial Area,1215,21,3,2,1,8,310265
5062,6,Downtown,7764,84,4,3,1,4,1555190
5063,2,Downtown,1917,60,1,1,1,3,360742
5064,8,Downtown,2725,79,2,1,0,9,563138
5065,3,Downtown,725,29,1,3,0,1,165567
5066,7,Uptown,2087,68,4,1,1,2,453693
5067,5,Industrial Area,2884,59,2,1,0,7,579454
5068,3,Countryside,4948,5,2,0,0,3,1023726
5069,1,Suburb,468,84,2,3,1,9,55359
5070,8,Downtown,814,10,4,1,0,1,262694
5071,3,Countryside,3735,23,1,3,0,9,762868
5072,2,Uptown,4825,91,4,0,0,6,915953
5073,1,Countryside,2916,78,2,0,1,1,536898
5074,4,Downtown,9182,50,4,3,0,9,1864926
5075,8,Industrial Area,3504,18,2,3,0,9,791093
5076,3,Countryside,8065,49,2,2,1,5,1612213
5077,1,Downtown,8844,80,2,0,0,7,1701566
5078,4,Downtown,1417,2,4,1,1,3,354162
5079,9,Suburb,1705,2,4,0,0,8,456992
5080,1,Suburb,5714,91,2,0,1,3,1086874
5081,2,Industrial Area,6641,30,3,2,1,7,1345161
5082,9,Suburb,4474,46,1,3,1,4,950027
5083,2,Industrial Area,977,7,2,0,0,5,218986
5084,3,Uptown,9042,16,2,2,1,7,1836207
5085,7,Uptown,9311,98,2,3,0,2,1849560
5086,3,Suburb,513,99,2,0,0,4,50531
5087,9,Uptown,1966,90,2,2,0,7,411463
5088,6,Countryside,9385,44,3,0,0,3,1903516
5089,3,Countryside,4554,96,4,1,1,4,874884
5090,9,Countryside,3086,59,3,3,1,8,686307
5091,1,Uptown,8513,74,2,3,1,3,1665853
5092,3,Countryside,6160,20,2,0,0,9,1258021
5093,1,Industrial Area,1561,69,2,2,1,5,282698
5094,2,Downtown,1472,20,4,2,0,2,317061
5095,8,Suburb,5180,57,1,1,0,8,1061035
5096,7,Industrial Area,2354,54,1,1,1,8,505946
5097,2,Countryside,3115,27,3,2,1,1,640451
5098,2,Downtown,4974,80,3,3,0,9,956482
5099,9,Suburb,5496,81,1,1,0,2,1119382
5100,6,Industrial Area,4884,74,2,0,1,4,973961
5101,5,Suburb,5321,45,4,0,1,6,1098695
5102,6,Uptown,6530,43,3,3,1,9,1356912
5103,9,Countryside,2931,88,4,3,0,1,607338
5104,7,Industrial Area,6645,93,2,1,0,9,1326059
5105,9,Industrial Area,8396,24,2,0,1,8,1762986
5106,4,Downtown,6600,70,3,3,0,7,1305836
5107,2,Downtown,7648,48,1,0,0,2,1507728
5108,8,Downtown,6144,45,1,1,1,7,1277672
5109,4,Suburb,2476,90,1,3,1,2,467271
5110,9,Countryside,5662,89,2,2,0,9,1143766
5111,4,Suburb,8397,62,2,0,0,4,1659747
5112,8,Countryside,5899,76,4,3,1,2,1227249
5113,9,Industrial Area,9368,87,4,1,1,5,1910238
5114,9,Suburb,4558,11,4,2,1,9,1024835
5115,4,Suburb,9446,77,2,3,1,4,1871526
5116,1,Suburb,4419,56,1,0,1,5,856062
5117,3,Uptown,6940,72,2,0,0,8,1354921
5118,9,Countryside,4588,63,4,1,1,3,972649
5119,4,Countryside,1177,30,4,0,1,6,271985
5120,5,Suburb,4785,3,4,2,0,1,1039286
5121,7,Uptown,2844,53,4,1,1,3,605850
5122,5,Suburb,5359,82,3,1,0,8,1067152
5123,4,Countryside,7464,64,4,3,1,6,1501166
5124,2,Industrial Area,2900,92,2,1,0,4,519709
5125,2,Uptown,3828,5,3,3,0,8,802755
5126,4,Uptown,2708,64,1,1,1,3,535494
5127,9,Suburb,5160,88,2,3,1,2,1062668
5128,8,Industrial Area,4248,90,2,3,0,8,867003
5129,3,Countryside,9730,21,1,3,0,4,1973769
5130,9,Downtown,2634,16,2,2,1,9,623921
5131,5,Countryside,1067,58,3,3,0,3,225080
5132,3,Countryside,5183,28,1,2,0,9,1049066
5133,5,Industrial Area,4506,66,3,3,0,6,901929
5134,4,Uptown,6248,16,4,3,1,5,1309116
5135,8,Countryside,7385,1,1,2,0,2,1572074
5136,5,Uptown,1044,31,3,2,1,6,262784
5137,8,Industrial Area,4474,21,4,2,0,4,982691
5138,9,Industrial Area,7498,96,3,2,0,5,1506396
5139,4,Suburb,2856,57,3,3,1,6,583704
5140,7,Downtown,5366,52,2,3,1,7,1112399
5141,2,Industrial Area,8097,85,4,1,1,4,1587740
5142,6,Industrial Area,4461,46,2,1,0,8,909862
5143,8,Uptown,9886,3,4,3,0,5,2078977
5144,7,Industrial Area,586,37,4,1,1,7,185969
5145,7,Countryside,3547,12,2,2,0,6,782086
5146,8,Suburb,5399,60,2,1,1,5,1129231
5147,7,Suburb,303,86,2,2,0,7,52794
5148,5,Countryside,6235,63,4,3,1,4,1261731
5149,7,Industrial Area,711,76,4,1,1,7,168025
5150,3,Downtown,4645,83,4,2,0,3,911285
5151,5,Industrial Area,4027,32,4,3,1,8,853827
5152,7,Suburb,1656,97,4,3,1,4,347359
5153,9,Downtown,8649,37,4,2,1,4,1817507
5154,2,Uptown,1900,28,3,2,1,1,406825
5155,4,Uptown,7457,60,2,3,1,8,1490448
5156,7,Industrial Area,6006,31,4,0,0,5,1250610
5157,1,Industrial Area,5859,10,3,0,1,9,1192100
5158,2,Downtown,7496,17,1,2,0,3,1510869
5159,9,Downtown,5373,44,3,1,1,5,1155157
5160,7,Industrial Area,2682,20,2,2,0,4,607156
5161,7,Suburb,452,11,1,3,1,7,166268
5162,6,Uptown,3096,19,4,2,0,5,695520
5163,3,Downtown,7582,6,2,0,1,2,1555478
5164,3,Suburb,7251,90,1,2,1,6,1408851
5165,2,Industrial Area,3105,70,3,0,0,4,577726
5166,6,Countryside,4380,1,1,1,0,6,952549
5167,4,Downtown,9547,42,2,1,0,1,1910883
5168,5,Countryside,6150,96,1,1,1,1,1195963
5169,3,Suburb,7662,20,3,2,0,4,1571123
5170,6,Uptown,1628,28,1,0,1,7,360206
5171,3,Suburb,2692,31,3,2,0,7,553661
5172,8,Uptown,3453,44,1,1,1,1,742229
5173,9,Suburb,8492,75,3,2,1,5,1738330
5174,4,Downtown,466,76,3,0,0,6,74222
5175,9,Downtown,3554,58,3,3,1,5,772426
5176,7,Countryside,5360,2,4,0,1,7,1176445
5177,3,Suburb,2185,38,3,1,0,6,438817
5178,7,Suburb,4668,50,2,1,0,5,961321
5179,1,Countryside,7829,7,3,1,0,5,1594135
5180,3,Industrial Area,1199,45,4,2,0,9,243606
5181,6,Suburb,2548,65,4,0,0,3,523667
5182,4,Suburb,3712,5,2,2,1,9,804753
5183,7,Suburb,6749,57,3,1,1,2,1382580
5184,3,Industrial Area,9711,40,4,0,1,7,1952494
5185,1,Downtown,3432,78,4,3,1,6,651265
5186,9,Countryside,8455,53,1,1,0,8,1740579
5187,6,Industrial Area,8436,75,1,0,0,9,1678809
5188,8,Uptown,659,40,2,0,1,6,198129
5189,3,Uptown,6750,47,1,1,1,2,1342217
5190,8,Industrial Area,7947,95,3,3,1,4,1602932
5191,2,Industrial Area,8825,69,1,0,1,3,1725493
5192,4,Downtown,1030,26,4,0,1,3,239887
5193,3,Uptown,7367,46,2,3,0,5,1475724
5194,1,Countryside,9989,76,1,1,1,1,1956067
5195,7,Suburb,1717,22,2,0,1,9,415929
5196,2,Suburb,8067,73,3,1,1,4,1577518
5197,4,Downtown,8188,13,3,2,1,7,1700182
5198,9,Downtown,4063,60,1,2,0,7,855338
5199,6,Uptown,7228,66,1,3,0,7,1445344
5200,8,Countryside,5996,75,1,1,1,5,1219151
5201,2,Countryside,1178,24,4,0,1,4,268074
5202,7,Industrial Area,5782,64,3,3,0,4,1187756
5203,6,Downtown,3184,95,4,2,0,5,629472
5204,9,Suburb,2597,23,1,1,0,6,601775
5205,7,Suburb,9152,52,3,3,1,7,1869986
5206,1,Uptown,7671,72,4,3,1,5,1501686
5207,8,Suburb,4285,49,4,1,1,9,912774
5208,3,Countryside,1569,0,2,0,1,9,366896
5209,2,Countryside,1594,38,4,0,1,1,321683
5210,3,Downtown,1309,73,1,0,1,5,224986
5211,6,Uptown,2057,43,1,1,1,2,441456
5212,3,Suburb,8076,93,4,2,1,4,1590923
5213,5,Downtown,9683,4,2,3,1,7,2001793
5214,6,Industrial Area,6878,67,2,1,1,6,1389198
5215,8,Industrial Area,8480,71,2,0,1,7,1717984
5216,7,Suburb,9545,79,4,0,0,3,1914041
5217,8,Suburb,3141,64,4,3,0,5,665952
5218,3,Suburb,6016,78,2,3,1,6,1190769
5219,4,Countryside,2704,87,4,3,1,6,536602
5220,6,Suburb,3862,14,3,3,1,6,858018
5221,7,Industrial Area,1571,49,1,3,0,9,352589
5222,9,Suburb,8744,5,4,1,1,6,1861549
5223,1,Uptown,3068,65,3,0,1,2,587794
5224,8,Industrial Area,8101,68,4,0,1,9,1656854
5225,8,Uptown,9228,38,3,1,0,4,1914888
5226,6,Industrial Area,6442,97,2,2,1,7,1267174
5227,4,Downtown,2228,95,1,0,0,6,403637
5228,3,Industrial Area,6566,28,4,2,1,9,1343985
5229,3,Industrial Area,5713,92,3,2,0,3,1107681
5230,6,Uptown,7128,87,3,2,0,8,1416543
5231,8,Uptown,2490,45,2,2,1,5,550398
5232,7,Industrial Area,1302,30,1,0,1,6,304375
5233,1,Industrial Area,6954,23,1,0,0,3,1387225
5234,6,Countryside,8394,14,1,1,1,3,1740601
5235,7,Downtown,6367,75,3,0,0,7,1285889
5236,7,Downtown,4052,19,4,1,0,6,884283
5237,9,Suburb,6500,3,4,2,1,2,1415214
5238,5,Industrial Area,4437,57,2,1,0,8,891158
5239,1,Industrial Area,4002,76,1,1,0,5,749609
5240,2,Industrial Area,6243,60,4,0,0,7,1230884
5241,4,Industrial Area,4738,9,3,1,1,3,1010413
5242,5,Downtown,4727,40,3,2,1,5,977313
5243,9,Uptown,5856,52,1,0,0,3,1207921
5244,1,Countryside,8832,86,2,0,1,3,1698781
5245,3,Uptown,2688,70,2,0,1,1,518727
5246,5,Uptown,7292,75,1,3,1,3,1446155
5247,3,Downtown,6625,47,3,2,0,7,1329941
5248,4,Countryside,2000,14,2,1,1,9,450449
5249,3,Industrial Area,5683,6,3,3,1,1,1185271
5250,4,Downtown,1533,71,3,0,1,4,303285
5251,1,Downtown,2598,70,4,3,0,7,492208
5252,8,Countryside,8629,42,2,3,1,6,1782711
5253,4,Suburb,3230,3,3,1,1,4,703893
5254,7,Downtown,2133,50,4,2,0,3,464018
5255,2,Uptown,2439,70,3,3,1,6,463282
5256,2,Uptown,8699,58,1,2,1,4,1714863
5257,6,Industrial Area,6736,40,2,2,1,5,1398536
5258,2,Downtown,2508,60,3,0,0,2,468630
5259,6,Industrial Area,7853,29,2,0,1,9,1625962
5260,2,Downtown,5922,17,4,1,0,2,1217545
5261,4,Countryside,9342,29,2,1,1,4,1895306
5262,7,Downtown,6586,6,3,3,0,8,1410824
5263,8,Suburb,8236,51,2,0,1,7,1699718
5264,3,Uptown,3990,47,1,2,0,4,784620
5265,9,Countryside,2909,22,1,2,0,8,653373
5266,2,Uptown,6478,36,4,3,1,6,1324289
5267,8,Industrial Area,523,70,3,0,0,8,133317
5268,8,Countryside,4074,92,2,1,1,4,819387
5269,4,Suburb,9903,97,4,3,0,5,1961332
5270,1,Uptown,8216,52,4,2,1,4,1639598
5271,1,Downtown,8814,44,3,0,0,7,1740144
5272,2,Downtown,6273,48,2,1,1,4,1248044
5273,9,Downtown,2386,48,4,1,0,5,548964
5274,2,Countryside,7196,81,4,2,0,9,1404208
5275,2,Suburb,7783,46,3,2,1,8,1562085
5276,6,Suburb,7963,24,3,2,1,2,1658182
5277,7,Suburb,7584,90,4,2,0,7,1530322
5278,7,Uptown,5761,26,2,1,0,2,1215725
5279,9,Countryside,2587,11,4,0,0,3,611023
5280,6,Downtown,9178,22,1,1,0,1,1876867
5281,8,Uptown,9960,16,3,2,1,2,2091908
5282,6,Suburb,5135,43,1,0,1,3,1059698
5283,2,Downtown,9488,70,2,1,0,5,1857003
5284,1,Countryside,2834,23,3,0,1,6,579048
5285,5,Industrial Area,5830,70,2,1,1,7,1158055
5286,9,Suburb,922,92,1,0,0,5,180775
5287,8,Suburb,1375,59,2,1,0,5,313590
5288,4,Suburb,7176,52,3,1,0,8,1434574
5289,5,Suburb,8795,91,1,3,1,1,1741062
5290,5,Downtown,9155,86,3,2,1,9,1819239
5291,6,Countryside,5537,73,1,3,0,3,1110809
5292,3,Uptown,4294,15,4,1,0,6,899116
5293,5,Downtown,2994,97,2,2,0,4,565138
5294,2,Countryside,4604,24,2,1,1,2,943217
5295,1,Uptown,3498,65,3,3,0,6,674147
5296,1,Suburb,5712,49,4,0,1,8,1121944
5297,7,Countryside,9010,68,3,0,1,4,1826372
5298,2,Suburb,7689,77,3,2,1,8,1515711
5299,4,Countryside,4733,94,1,3,0,7,899858
5300,5,Industrial Area,6209,39,4,3,1,1,1285127
5301,7,Suburb,8317,5,1,1,1,5,1752939
5302,2,Suburb,4110,63,3,2,1,8,814279
5303,6,Suburb,1212,27,1,0,0,6,275913
5304,1,Downtown,7742,8,1,3,0,9,1559480
5305,7,Uptown,5202,5,2,1,1,7,1116926
5306,9,Suburb,3488,16,4,2,1,2,795203
5307,5,Suburb,9807,39,2,3,1,1,1997394
5308,5,Downtown,3528,98,4,3,1,9,684685
5309,4,Downtown,871,75,2,0,1,5,164664
5310,3,Industrial Area,8068,44,3,3,0,2,1630126
5311,9,Countryside,5435,81,2,0,1,4,1112577
5312,5,Suburb,8589,42,4,3,0,6,1757210
5313,8,Countryside,4333,97,4,1,0,9,872313
5314,9,Downtown,1939,45,4,1,1,8,458034
5315,5,Downtown,6743,62,2,1,1,6,1364892
5316,9,Industrial Area,5142,0,1,2,1,4,1146359
5317,2,Uptown,5841,58,2,2,0,5,1136953
5318,9,Downtown,4327,62,1,1,1,4,913100
5319,4,Suburb,560,78,2,1,0,4,81359
5320,6,Industrial Area,9427,17,3,1,1,8,1961044
5321,6,Uptown,2097,85,3,0,1,4,407933
5322,6,Industrial Area,631,81,2,1,0,3,109794
5323,2,Downtown,4510,64,2,2,1,2,874920
5324,7,Uptown,8759,19,2,0,0,1,1806046
5325,6,Countryside,2359,55,3,1,1,5,509779
5326,1,Uptown,372,53,1,2,0,4,35640
5327,2,Suburb,5411,47,4,0,0,9,1072419
5328,7,Countryside,3221,99,1,0,1,9,620499
5329,1,Countryside,4188,53,2,2,1,5,809979
5330,1,Suburb,477,88,3,2,1,5,38335
5331,1,Countryside,2299,15,4,0,0,6,484693
5332,8,Downtown,9263,19,1,2,1,4,1929100
5333,4,Uptown,9437,46,2,0,1,6,1888498
5334,4,Uptown,7726,96,3,0,1,8,1516628
5335,2,Suburb,4795,6,3,0,0,5,985158
5336,1,Downtown,569,22,4,0,0,8,117186
5337,9,Countryside,1955,74,1,1,0,8,422981
5338,7,Uptown,2833,32,3,2,1,3,638099
5339,4,Uptown,5282,39,2,1,0,6,1065920
5340,6,Uptown,4661,4,2,1,0,1,1006970
5341,2,Uptown,6418,44,4,1,1,5,1298876
5342,7,Industrial Area,8996,40,1,1,1,7,1837381
5343,2,Suburb,2704,7,3,0,1,5,574847
5344,8,Countryside,2501,80,4,0,1,3,536045
5345,8,Countryside,6319,81,1,0,0,2,1277263
5346,1,Suburb,5959,49,1,3,0,2,1162739
5347,8,Downtown,1453,90,3,0,0,9,289573
5348,2,Suburb,4461,30,4,1,0,2,900646
5349,6,Uptown,1636,3,4,3,1,7,412173
5350,1,Uptown,8898,65,4,3,0,9,1747973
5351,5,Suburb,3778,55,4,3,1,3,796246
5352,7,Suburb,576,4,1,0,1,7,195566
5353,1,Countryside,7058,80,4,1,0,1,1370896
5354,2,Countryside,3780,53,4,0,1,6,757083
5355,7,Industrial Area,2661,95,3,2,1,2,543234
5356,6,Industrial Area,5668,92,2,3,1,1,1132388
5357,3,Uptown,8952,79,1,2,1,5,1757252
5358,2,Industrial Area,2746,0,3,3,1,6,596977
5359,4,Industrial Area,7901,75,3,3,0,2,1559876
5360,3,Downtown,5351,82,3,2,1,4,1044613
5361,7,Suburb,3817,72,1,2,0,3,775458
5362,8,Countryside,5102,60,2,0,1,1,1054130
5363,2,Industrial Area,2675,6,1,2,1,1,563089
5364,7,Countryside,8150,29,4,2,0,3,1691829
5365,8,Industrial Area,7044,14,2,1,0,2,1483141
5366,6,Industrial Area,6689,3,1,2,1,2,1413644
5367,6,Uptown,6548,62,1,0,0,5,1322289
5368,1,Downtown,1271,69,4,3,0,5,214320
5369,4,Suburb,7436,37,1,3,0,7,1510225
5370,1,Suburb,9817,46,2,1,1,5,1940850
5371,4,Uptown,8644,59,3,0,0,3,1726198
5372,2,Uptown,4260,98,1,3,0,6,789123
5373,5,Suburb,3386,1,1,1,0,3,740554
5374,9,Suburb,9221,68,2,3,1,8,1892514
5375,3,Downtown,4267,7,1,0,0,6,877130
5376,8,Industrial Area,5251,50,3,2,0,7,1102788
5377,3,Downtown,4302,93,4,1,1,3,824839
5378,6,Suburb,2632,18,4,2,0,7,586522
5379,4,Industrial Area,4675,93,4,0,1,9,914253
5380,8,Suburb,985,30,3,0,1,8,261308
5381,6,Downtown,4188,79,4,3,1,2,847883
5382,8,Downtown,1268,21,2,3,0,2,330589
5383,1,Downtown,7620,32,2,1,0,7,1516748
5384,6,Industrial Area,2333,85,3,3,1,4,480551
5385,1,Countryside,7375,71,3,3,0,9,1428363
5386,1,Countryside,5561,36,3,0,0,6,1105602
5387,8,Suburb,9259,11,2,0,1,9,1935970
5388,7,Industrial Area,945,68,3,1,0,3,215766
5389,3,Uptown,4421,63,3,2,0,6,874722
5390,6,Countryside,8412,24,4,1,0,6,1749985
5391,9,Industrial Area,9571,53,3,0,0,8,1971571
5392,7,Industrial Area,6736,28,1,0,1,7,1396356
5393,3,Countryside,9128,12,4,1,0,3,1868545
5394,6,Industrial Area,7397,25,2,1,1,1,1534813
5395,4,Industrial Area,8592,21,2,2,1,2,1757792
5396,3,Countryside,5886,92,2,0,1,2,1124402
5397,9,Downtown,1168,75,4,3,0,1,284502
5398,2,Suburb,6214,91,2,0,1,4,1195419
5399,1,Uptown,8513,72,4,3,0,6,1663993
5400,2,Suburb,6655,9,4,3,1,4,1385651
5401,7,Downtown,2203,47,1,3,0,4,486154
5402,1,Downtown,2876,41,1,2,1,9,561907
5403,6,Industrial Area,4409,89,1,1,1,2,873826
5404,7,Suburb,4914,99,1,3,1,1,975337
5405,9,Downtown,8314,58,1,1,1,7,1709969
5406,8,Suburb,3593,52,2,3,1,5,775952
5407,6,Downtown,2235,39,2,2,1,5,490480
5408,3,Uptown,915,74,2,3,1,2,158179
5409,8,Downtown,5357,61,1,1,1,6,1100745
5410,7,Suburb,8778,5,3,2,1,5,1839797
5411,3,Industrial Area,2223,3,2,1,0,5,481081
5412,9,Suburb,6755,90,2,1,0,6,1355628
5413,2,Countryside,7904,54,3,1,0,2,1567208
5414,3,Suburb,8452,87,1,3,1,5,1659946
5415,2,Uptown,3073,68,4,2,0,1,601885
5416,1,Uptown,5493,2,3,2,1,8,1134343
5417,4,Uptown,9484,6,3,2,0,1,1944788
5418,5,Downtown,2203,87,2,0,0,7,412335
5419,6,Uptown,9367,85,2,0,1,6,1875201
5420,5,Suburb,443,11,1,2,0,8,144054
5421,1,Industrial Area,7796,98,4,3,1,5,1508569
5422,3,Uptown,2556,16,4,0,0,6,536193
5423,1,Suburb,9614,66,3,3,0,4,1893968
5424,5,Downtown,999,74,1,3,0,1,189523
5425,5,Downtown,6618,69,4,0,1,7,1324603
5426,6,Industrial Area,570,35,3,1,0,2,159578
5427,8,Industrial Area,8554,16,2,1,1,1,1789226
5428,1,Suburb,1307,85,4,1,0,1,202915
5429,4,Industrial Area,7503,0,3,0,0,1,1563556
5430,1,Industrial Area,4024,66,4,3,1,2,780453
5431,9,Downtown,6899,79,1,0,1,1,1411116
5432,7,Suburb,9784,98,3,2,0,4,1940711
5433,7,Industrial Area,6787,77,1,3,0,7,1358811
5434,5,Suburb,8217,48,3,0,1,3,1670753
5435,7,Uptown,4809,50,2,3,1,9,1012414
5436,2,Downtown,5700,70,4,0,0,2,1111503
5437,4,Downtown,4620,89,2,2,1,2,895013
5438,7,Downtown,9669,42,1,2,0,7,1979339
5439,3,Countryside,5772,30,4,2,1,9,1186520
5440,2,Suburb,7506,23,2,1,1,6,1515087
5441,2,Uptown,7172,82,3,2,0,1,1395073
5442,1,Industrial Area,8223,36,3,1,0,6,1636827
5443,5,Uptown,5016,64,2,3,0,4,1003656
5444,6,Suburb,7418,88,4,3,0,5,1493713
5445,6,Downtown,2920,62,1,3,1,4,599898
5446,9,Countryside,2836,55,3,0,1,3,628893
5447,4,Suburb,5403,73,1,0,1,2,1067681
5448,1,Suburb,7380,17,4,1,1,2,1498069
5449,6,Industrial Area,5617,64,4,1,1,4,1158099
5450,5,Uptown,1495,28,3,1,0,3,340187
5451,6,Uptown,8999,76,1,0,0,6,1796298
5452,3,Industrial Area,704,3,4,0,1,3,202503
5453,2,Countryside,1594,11,1,3,1,3,350002
5454,6,Downtown,6354,55,3,2,0,4,1287156
5455,1,Downtown,3925,47,3,2,1,5,773165
5456,7,Countryside,8168,18,4,0,0,9,1709789
5457,7,Industrial Area,3119,25,4,2,1,5,701332
5458,7,Suburb,5059,37,1,3,1,1,1075083
5459,1,Uptown,6045,79,4,2,1,9,1164019
5460,4,Suburb,7864,24,3,1,0,2,1603245
5461,7,Uptown,3937,55,4,3,0,4,834271
5462,9,Suburb,2173,73,2,0,1,6,473554
5463,5,Industrial Area,1706,27,3,1,1,9,388379
5464,2,Industrial Area,5814,60,1,0,0,2,1118873
5465,7,Countryside,1877,91,4,0,0,9,372952
5466,1,Suburb,8072,88,4,1,1,9,1569201
5467,7,Suburb,5679,88,3,3,0,1,1134807
5468,6,Countryside,5611,50,3,0,1,6,1164157
5469,7,Countryside,9128,11,1,1,1,6,1909541
5470,3,Industrial Area,5847,7,3,1,1,9,1224653
5471,3,Industrial Area,1107,99,1,0,0,6,153681
5472,7,Suburb,2695,57,4,0,0,2,579260
5473,2,Industrial Area,4824,87,1,3,1,8,910619
5474,1,Industrial Area,1715,22,1,1,1,1,346623
5475,9,Suburb,7808,36,1,2,1,5,1623601
5476,9,Countryside,2749,10,4,2,1,3,657715
5477,7,Suburb,3796,16,2,0,0,6,831773
5478,7,Downtown,7403,91,2,0,1,5,1472771
5479,3,Suburb,5032,55,1,3,0,4,987704
5480,2,Downtown,7322,52,3,2,1,3,1453402
5481,7,Suburb,7795,66,2,0,1,1,1573057
5482,9,Downtown,9006,1,4,0,0,8,1908127
5483,1,Downtown,5399,28,1,2,0,5,1082340
5484,4,Suburb,7632,56,2,0,0,8,1530098
5485,6,Industrial Area,3594,33,4,2,0,9,774002
5486,7,Uptown,3208,77,1,2,0,8,640480
5487,7,Industrial Area,5716,96,2,3,0,6,1138925
5488,2,Downtown,9858,81,1,2,1,8,1919894
5489,4,Suburb,8832,92,2,0,0,5,1731262
5490,5,Suburb,5970,1,2,1,1,9,1258296
5491,1,Suburb,2768,74,3,1,0,6,510307
5492,1,Suburb,2728,30,2,1,0,2,533477
5493,3,Uptown,3988,76,3,3,0,7,769058
5494,3,Countryside,6448,43,4,0,1,1,1302659
5495,8,Downtown,2327,89,2,3,1,1,475861
5496,9,Uptown,7471,55,1,3,0,8,1534605
5497,1,Industrial Area,615,97,3,3,0,5,59690
5498,2,Countryside,4289,53,2,0,1,9,837453
5499,2,Countryside,9593,52,3,0,0,6,1908517
5500,4,Suburb,830,73,1,0,1,1,138302
5501,2,Uptown,8184,75,1,1,0,6,1599587
5502,7,Industrial Area,2159,85,1,2,1,1,437796
5503,9,Suburb,5057,45,4,0,1,5,1085032
5504,7,Suburb,8172,53,4,0,0,3,1666517
5505,6,Downtown,9711,30,1,3,0,9,1990288
5506,1,Countryside,1367,82,4,0,1,1,230202
5507,9,Industrial Area,1027,23,4,2,0,6,302937
5508,5,Countryside,543,24,4,1,0,3,167492
5509,5,Uptown,1011,34,4,0,0,9,236267
5510,6,Downtown,8224,56,4,1,0,2,1673426
5511,9,Suburb,8762,71,4,0,1,7,1795051
5512,8,Downtown,2860,68,1,1,1,9,603824
5513,8,Suburb,5439,85,4,0,1,3,1111900
5514,8,Downtown,3860,27,4,3,1,3,863475
5515,1,Suburb,4303,75,3,1,1,3,819554
5516,1,Countryside,2477,32,3,3,0,1,504683
5517,8,Countryside,1137,52,4,3,1,9,284090
5518,5,Countryside,4014,15,2,0,1,9,863709
5519,9,Countryside,3378,25,2,3,0,6,764982
5520,2,Downtown,5332,11,4,3,1,9,1106556
5521,9,Suburb,1950,86,1,0,0,9,405401
5522,8,Countryside,3248,89,1,3,1,1,654507
5523,9,Downtown,2820,76,3,1,0,3,599221
5524,4,Suburb,7569,86,1,1,1,3,1489050
5525,1,Downtown,7897,30,1,2,1,1,1581049
5526,1,Countryside,9664,99,1,2,1,6,1866207
5527,5,Uptown,662,26,4,2,0,4,178171
5528,2,Downtown,9141,35,4,2,0,8,1839341
5529,8,Countryside,2556,58,2,3,1,6,550949
5530,5,Industrial Area,7652,86,3,1,1,4,1510941
5531,5,Suburb,9627,2,2,2,0,5,1997252
5532,2,Countryside,4658,93,1,3,0,2,876389
5533,7,Industrial Area,5597,31,1,0,1,1,1165518
5534,8,Downtown,5161,14,2,1,0,7,1113606
5535,1,Downtown,1175,74,2,0,0,3,186726
5536,2,Industrial Area,6255,65,4,2,0,3,1229535
5537,4,Industrial Area,7429,89,4,2,0,6,1457372
5538,5,Suburb,4151,62,3,2,0,3,833262
5539,2,Downtown,9644,97,4,1,0,7,1873572
5540,1,Industrial Area,8105,0,1,0,0,7,1633101
5541,9,Uptown,6956,74,1,0,0,5,1421544
5542,1,Uptown,2222,4,2,1,1,1,475836
5543,4,Industrial Area,9120,89,3,2,0,9,1796515
5544,2,Suburb,1428,5,4,2,0,2,334672
5545,4,Downtown,4861,98,3,3,0,4,930615
5546,8,Uptown,9255,4,1,1,0,2,1935769
5547,8,Industrial Area,1319,72,1,0,1,1,284532
5548,9,Industrial Area,5324,27,4,3,1,1,1173735
5549,5,Countryside,7874,82,4,0,1,1,1569562
5550,7,Industrial Area,4227,68,4,0,0,7,861597
5551,3,Suburb,3141,86,2,3,1,9,592566
5552,4,Uptown,5777,43,1,0,1,1,1156754
5553,9,Countryside,9166,15,2,3,1,6,1925156
5554,1,Uptown,1308,70,1,3,0,5,214050
5555,2,Uptown,1526,77,4,3,0,3,270818
5556,5,Suburb,1935,21,1,2,1,2,437233
5557,3,Industrial Area,7561,72,1,2,1,2,1496039
5558,2,Suburb,8815,22,3,1,0,2,1778071
5559,1,Industrial Area,7829,42,1,1,0,7,1543263
5560,3,Countryside,1985,67,1,3,1,4,384963
5561,1,Suburb,4012,42,3,1,0,7,781873
5562,1,Suburb,7358,25,4,2,1,1,1482593
5563,1,Downtown,9033,40,3,2,0,4,1807077
5564,8,Suburb,3244,69,4,3,1,9,694226
5565,3,Downtown,1627,30,4,2,1,7,366605
5566,1,Industrial Area,6206,16,4,3,1,6,1274640
5567,7,Industrial Area,9130,8,1,1,1,7,1895511
5568,3,Industrial Area,2560,90,3,2,1,2,488972
5569,8,Downtown,1729,54,3,3,1,1,398749
5570,4,Industrial Area,9453,5,3,3,0,9,1958060
5571,4,Uptown,3262,69,3,0,0,2,638338
5572,5,Suburb,7686,63,2,3,1,2,1540733
5573,6,Downtown,2768,3,1,3,0,3,618360
5574,7,Industrial Area,3528,66,2,2,0,3,731590
5575,4,Uptown,8620,87,1,0,0,3,1674695
5576,8,Suburb,4699,55,3,0,1,4,987915
5577,6,Suburb,4266,17,2,0,1,1,910351
5578,1,Industrial Area,9408,31,4,2,0,1,1885906
5579,1,Uptown,5581,84,3,1,0,4,1068260
